Compensation,Log(sales),Stock return,Volatility,Board size,Fraction of female,Fraction of independent,Gender,Age,Tenure,Number of other directorship,Retired
384.2683935,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,0,70,27,3,0
367.374401,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,0,54,1,1,1
237.9913713,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,0,51,0,2,1
377.2762032,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,0,54,20,1,1
514.8270512,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,0,52,17,3,1
406.1024015,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,1,55,18,2,1
387.0521087,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,63,16,0,0
430.730844,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,59,4,2,1
877.7526414,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,48,8,0,0
502.5480899,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,68,4,2,1
496.4984049,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,63,10,0,1
327.0357193,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,68,16,1,1
879.6196313,16.03523708,-0.22832879,1.397254561,8,0.125,0.25,0,59,14,2,0
403.1070426,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,37,18,0,1
630.6665425,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,70,13,3,1
633.6883069,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,49,21,0,0
1037.265836,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,72,12,2,1
578.7835797,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,54,14,1,0
959.8057049,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,55,21,1,0
571.8018043,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,1,64,13,1,0
1108.779462,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,0,75,3,1,0
313.0369239,15.85242428,0.578008672,1.117772323,9,0.777777778,0.333333333,0,55,21,1,0
618.9790212,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,65,5,3,1
1162.826014,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,61,3,0,1
709.6020125,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,69,10,0,1
265.4224473,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,70,13,1,1
935.348266,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,62,5,1,0
525.6643296,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,60,10,1,1
246.7200762,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,68,14,0,1
344.9274315,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,66,28,0,0
396.9633992,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,51,19,1,1
342.4721813,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,57,14,2,1
523.6291126,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,64,16,1,1
1346.203383,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,55,10,1,0
471.413139,15.8385985,-0.339330279,1.407628112,13,0,0.692307692,0,60,26,0,0
223.2531254,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,1,64,22,1,1
248.1989173,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,1,65,19,2,1
323.3547721,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,1,45,3,2,1
212.9734788,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,57,26,3,0
514.8259626,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,62,23,0,0
317.6591102,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,58,11,5,1
236.7750033,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,64,2,2,0
355.9709675,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,54,27,2,0
346.1389,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,57,14,2,0
184.2745427,15.62117709,-0.260706013,3.270406673,10,0.3,0.5,0,62,12,0,0
681.9411582,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,71,5,1,0
559.0022862,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,57,14,0,0
791.4923498,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,52,15,1,1
1136.429655,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,51,22,2,1
973.7302623,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,49,17,2,0
652.004879,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,45,14,3,0
337.028936,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,61,5,1,1
507.6535719,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,74,12,1,1
340.7562697,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,54,28,4,0
820.9407712,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,49,5,1,1
338.5655388,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,1,53,28,1,0
236.0205812,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,0,45,22,0,0
755.01096,15.92432239,-1.039453044,1.807094753,13,0.846153846,0.230769231,0,62,15,0,1
298.0576458,16.03613416,-0.123985505,0.979428242,3,0.333333333,0,1,70,14,4,0
247.0473082,16.03613416,-0.123985505,0.979428242,3,0.333333333,0,0,71,16,3,1
196.9630567,16.03613416,-0.123985505,0.979428242,3,0.333333333,0,0,53,15,4,0
1142.761719,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,1,52,11,1,1
345.4142079,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,1,51,7,1,0
234.2266347,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,0,45,18,1,0
439.4369068,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,0,55,22,2,1
1040.998577,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,0,69,0,0,1
631.8631061,15.82157094,-1.084822139,0.937303285,6,0.333333333,0.333333333,0,51,1,1,1
181.7206876,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,1,60,13,3,0
616.5734536,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,1,50,3,1,0
510.7728739,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,0,52,15,1,0
488.1568907,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,0,65,17,3,0
359.1771768,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,0,55,24,0,1
407.9641312,15.41985115,-0.15206409,0.83697597,6,0.333333333,0,0,71,1,4,0
649.2088169,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,65,14,4,0
396.2553329,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,59,2,2,1
372.064996,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,59,18,1,1
347.0645132,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,55,23,2,0
244.2188975,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,62,2,3,0
1272.27562,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,1,64,5,0,1
655.7071336,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,0,70,15,1,0
627.7099806,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,0,73,28,1,0
315.3281942,15.85102941,-1.356604431,1.087000468,9,0.666666667,0,0,60,29,2,1
384.2571341,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,1,61,9,1,0
527.5946366,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,1,57,2,1,0
301.3735848,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,1,52,17,1,1
1115.065101,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,1,49,18,2,0
842.8837077,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,1,56,32,0,0
464.2781065,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,51,2,3,1
321.4232832,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,75,14,2,0
812.624972,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,53,9,5,1
607.7097329,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,50,12,1,0
1655.675094,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,48,34,0,0
581.219586,15.61746449,0.221230632,0.925334898,11,0.454545455,0.454545455,0,66,13,1,1
339.6527632,15.85663701,-0.148583497,1.774059599,4,0.25,0.25,1,64,7,3,1
501.678644,15.85663701,-0.148583497,1.774059599,4,0.25,0.25,0,53,33,1,1
499.6313836,15.85663701,-0.148583497,1.774059599,4,0.25,0.25,0,47,23,0,0
391.8287472,15.85663701,-0.148583497,1.774059599,4,0.25,0.25,0,73,16,0,0
760.4285306,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,60,30,0,0
503.0461651,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,60,12,0,0
432.7105803,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,48,17,0,0
591.9899446,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,71,17,3,0
928.4091288,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,55,9,0,1
173.6161094,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,1,69,23,0,0
1135.893093,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,0,56,9,3,0
222.9364876,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,0,54,15,1,1
160.8173006,15.49526145,-0.090065402,1.251835637,9,0.666666667,0.222222222,0,71,10,3,0
277.4997579,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,60,33,0,1
329.7119914,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,68,19,3,1
577.2396398,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,55,3,3,1
500.8100203,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,69,17,2,0
159.0892596,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,57,15,1,0
215.2084914,15.6194275,-2.269697503,2.158935019,8,0.75,0,1,55,11,3,1
208.6450775,15.6194275,-2.269697503,2.158935019,8,0.75,0,0,68,31,0,0
299.8655985,15.6194275,-2.269697503,2.158935019,8,0.75,0,0,59,26,1,0
548.0211366,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,1,61,13,2,1
313.8327507,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,1,68,13,2,1
371.7448133,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,56,19,0,0
745.6053867,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,63,3,1,1
305.7936885,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,76,13,1,1
774.7755369,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,58,9,2,0
263.304659,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,45,28,0,1
292.8132633,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,68,2,3,1
556.545885,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,55,10,5,1
313.5695173,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,61,28,1,0
289.6624679,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,61,24,0,0
543.636088,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,57,14,0,1
327.330195,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,60,17,4,0
817.1131934,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,52,20,1,0
321.3557831,16.07871728,-1.547291694,1.57058016,15,0.133333333,0.733333333,0,60,6,1,1
749.2086499,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,1,69,19,2,0
466.9444632,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,1,55,29,1,1
598.5102508,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,0,56,13,0,0
663.2241133,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,0,50,16,3,0
381.4769325,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,0,59,13,1,1
419.3176921,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,0,52,21,0,0
328.6199551,15.91271236,-0.911219777,4.316161696,7,0.285714286,0.285714286,0,72,19,0,0
628.9910767,15.7748939,0.127964815,2.937306665,5,0.6,0,1,69,15,1,0
656.8779768,15.7748939,0.127964815,2.937306665,5,0.6,0,1,51,15,2,0
963.978228,15.7748939,0.127964815,2.937306665,5,0.6,0,1,48,19,2,0
240.4719802,15.7748939,0.127964815,2.937306665,5,0.6,0,0,68,3,1,1
387.2403381,15.7748939,0.127964815,2.937306665,5,0.6,0,0,48,23,4,1
340.1147969,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,1,61,11,1,0
364.1765142,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,1,66,4,0,0
447.2170894,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,68,13,0,0
238.5225835,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,46,18,1,1
346.4093089,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,60,14,2,1
613.1982297,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,64,1,0,1
162.4641149,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,61,20,0,0
220.4635683,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,57,14,3,1
191.7426244,15.70993524,-0.396268881,1.399898221,9,0.222222222,0.222222222,0,57,16,2,1
677.1564314,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,1,65,1,0,0
634.1188502,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,1,55,9,1,0
204.8681899,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,1,53,13,2,1
307.5745099,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,1,70,22,0,0
698.5835901,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,1,60,19,4,1
522.2690712,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,0,56,12,1,0
488.7940919,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,0,57,25,0,0
509.1308739,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,0,64,12,1,0
1349.900851,15.52490248,-1.075284599,0.63593993,9,0.555555556,0.111111111,0,57,11,2,0
340.1731823,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,1,69,12,1,1
2009.051248,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,1,55,8,1,0
450.4413224,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,1,61,16,2,1
304.0894338,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,0,56,20,0,1
312.9751699,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,0,51,26,2,1
815.1423898,16.04028531,-0.025485758,0.564874198,6,0.5,0.166666667,0,69,13,3,1
450.3195567,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,1,63,0,2,0
466.541601,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,71,2,0,1
306.9277645,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,72,16,1,0
631.4190406,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,56,12,3,0
523.0590997,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,66,1,3,1
365.2807901,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,54,30,1,0
358.6875244,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,73,21,2,1
250.8262483,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,58,4,0,1
610.3976195,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,53,26,0,0
187.940691,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,62,24,3,0
588.5030621,15.65137991,-0.051324091,1.280226115,11,0.090909091,0.272727273,0,49,16,1,1
1200.916306,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,1,64,20,1,0
503.4690325,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,1,64,17,2,0
415.4375469,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,58,3,0,0
607.624459,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,71,14,1,0
368.4367834,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,54,0,1,1
522.4047667,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,61,17,1,1
405.449554,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,54,1,2,0
241.1014405,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,53,19,2,0
526.1223124,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,57,2,3,1
545.7214674,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,45,24,1,0
512.1762217,15.73253118,0.733597784,0.931142412,11,0.181818182,0.727272727,0,70,25,0,1
423.2080306,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,53,4,1,1
755.0021836,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,56,12,1,1
877.440118,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,55,22,1,1
353.5111675,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,60,14,0,1
1060.656548,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,55,13,0,0
479.8539341,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,56,1,0,0
790.7121022,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,64,12,2,1
678.3025839,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,52,3,0,1
294.3647545,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,1,56,12,1,0
729.1372759,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,0,70,15,2,1
227.0993913,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,0,59,9,0,1
247.7550426,16.12418226,-2.293556795,2.922038614,12,0.75,0.75,0,49,18,1,0
722.3886474,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,61,20,0,0
356.4661012,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,66,5,1,0
595.6180328,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,67,14,2,0
670.2116297,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,53,13,0,1
579.5190621,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,70,20,1,0
469.2798956,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,1,58,6,1,0
527.3356206,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,68,3,0,0
2115.96105,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,43,13,1,0
418.404386,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,67,30,0,1
321.4726952,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,64,31,2,1
376.6259893,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,57,4,2,1
1007.575521,15.90351215,-0.072319353,0.753035945,12,0.5,0.333333333,0,49,20,2,1
969.6850248,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,66,8,1,0
605.1868493,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,55,12,1,0
626.3972541,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,53,8,0,1
791.2862544,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,65,19,3,1
355.4828857,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,52,24,1,1
191.3039239,15.76052084,-0.164464028,1.124813742,6,0,0.333333333,0,59,5,1,1
283.4616502,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,1,62,12,1,1
350.1625163,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,1,62,29,3,0
467.5915474,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,1,55,22,2,1
705.5600306,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,1,60,13,1,0
468.9203508,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,0,49,15,2,0
317.1868119,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,0,60,13,1,0
900.8334497,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,0,61,18,0,1
757.4799522,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,0,48,17,1,0
455.9061488,15.93371743,-0.548220206,1.83206503,9,0.444444444,0.555555556,0,64,34,1,1
1319.940293,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,53,17,3,1
426.5078467,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,48,18,1,0
605.5474819,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,54,16,1,1
353.6720871,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,62,4,0,0
612.5836969,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,73,18,1,1
804.6238381,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,65,15,3,0
475.0859877,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,53,9,0,0
636.5320309,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,72,24,1,0
868.6109147,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,1,54,20,0,0
784.6848595,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,0,64,20,2,1
584.5762091,15.744827,-0.325904487,0.829540599,11,0.818181818,0.181818182,0,52,12,2,1
636.6706559,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,1,53,21,2,1
1298.719283,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,1,38,22,3,0
165.6986097,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,1,56,8,0,0
367.2725472,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,1,47,19,0,1
322.9998587,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,1,71,23,0,0
461.2915309,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,0,63,33,1,1
546.1465817,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,0,47,21,1,0
319.661821,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,0,62,28,5,1
798.2213185,15.6447716,1.218556538,2.590221828,9,0.555555556,0.333333333,0,73,25,1,1
244.9486714,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,65,3,0,0
247.339881,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,61,9,0,1
379.1806464,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,73,35,2,0
251.2730105,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,55,34,2,1
348.064867,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,65,20,0,1
247.5094361,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,61,16,2,0
221.6779438,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,55,19,0,1
209.3742,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,71,3,2,0
300.2439458,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,77,2,0,0
272.9564223,15.69634277,-2.774232307,1.317784616,10,0,0.1,0,60,21,0,1
715.6868128,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,57,28,1,1
340.6217173,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,59,18,2,1
1121.70354,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,40,15,0,1
501.3192078,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,70,27,1,0
987.1670536,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,68,17,0,0
392.6624118,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,59,20,1,0
859.6117365,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,42,3,0,0
557.6772886,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,49,18,2,1
365.7230901,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,66,20,0,1
959.5718774,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,48,4,2,1
932.523784,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,46,14,1,0
628.3953205,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,1,60,1,2,1
1952.251728,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,0,70,12,0,1
220.4855817,15.91934899,0.169892128,1.408422483,14,0.857142857,0.357142857,0,63,11,4,1
189.189858,15.79663594,0.304805234,1.001778125,10,0.3,0.1,1,61,19,2,1
422.5133161,15.79663594,0.304805234,1.001778125,10,0.3,0.1,1,55,19,3,0
591.0525224,15.79663594,0.304805234,1.001778125,10,0.3,0.1,1,63,12,1,0
686.3280009,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,60,19,1,0
660.4625881,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,48,6,2,0
346.9750517,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,60,0,3,0
403.4487886,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,59,2,3,1
393.3118473,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,65,21,3,1
635.2856513,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,69,15,2,0
780.5788008,15.79663594,0.304805234,1.001778125,10,0.3,0.1,0,70,17,1,1
780.0664533,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,1,64,9,3,0
196.0499577,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,1,54,13,1,0
606.559155,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,1,73,22,3,1
358.0084394,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,55,20,2,0
399.9668344,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,53,23,2,0
341.4335317,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,67,0,2,0
342.662105,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,73,5,1,0
535.7618088,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,67,4,0,0
290.9376818,15.76526606,-1.215384877,1.390302004,9,0.333333333,0.333333333,0,61,17,0,1
372.424167,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,1,71,4,3,0
472.729755,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,1,66,16,2,1
613.4764108,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,1,61,15,2,0
653.0340637,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,1,69,23,2,0
841.7176981,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,0,74,1,1,0
586.3692427,15.57290332,0.321864866,0.775147767,6,0.666666667,0.333333333,0,68,13,1,1
886.2544477,16.01823278,0.296822178,0.498520348,9,0.444444444,0.333333333,1,68,13,4,0
326.9896145,16.01823278,0.296822178,0.498520348,9,0.444444444,0.333333333,1,53,15,1,1
